nomes;idade;cidade;estado;cpf;cnpj;cpfStatus;cnpjStatus
Edward Reed MD;39;ABADIADOSDOURADOS;MG;47905874281;56548432053559;True;True
Rachel White DDS;67;GUACLARA;MS;99367118074;75980103946653;True;True
Jordan Schwartz MD;20;ACORIZAL;MT;48314786608;75170008953046;True;True
Brandon Davis MD;30;ABAETETUBA;PA;73050977051;53370972070698;True;True
Robert Adams DDS;66;GUABRANCA;PB;79428988308;77589317263653;True;True
Bianca Davenport PhD;27;ABREUELIMA;PE;32545037087;98330894803560;True;True
Allison Lopez DVM;77;ACAU;PI;68723328754;36086730277325;True;True
Robert Hernandez Jr.;78;ABATI;PR;48004674380;10750259942443;True;True
Marie Evans MD;72;ANGRADOSREIS;RJ;03904625608;74807946647862;True;True
Paul Kennedy MD;36;ACARI;RN;50088396835;35684489384021;True;True
James Robertson MD;50;ALTAFLORESTADOESTE;RO;63150352720;18806044010646;True;True
Denise Mullins MD;22;AMAJARI;RR;54726736663;00566770881895;True;True
Jonathan Meyers MD;80;ACEGU;RS;05240533750;33213054127267;True;True
Heidi Glover DDS;31;ABDONBATISTA;SC;73196724646;73547217228611;True;True
Mrs. Diana Snyder MD;22;AMPARODESOFRANCISCO;SE;02408719798;23954172878910;True;True
Katie Craig MD;74;ADAMANTINA;SP;56382245216;77916506348761;True;True
Misty Smith MD;80;ABREULNDIA;TO;73568153467;60497257564760;True;True
Abigail Jacobs Jr.;82;ACRELNDIA;AC;43056525608;05951269788734;True;True
Susan Farley Jr.;49;GUABRANCA;AL;16092134918;82371663165348;True;True
Isabella Burgess PhD;57;ALVARES;AM;10641707142;76987355158644;True;True
Troy Gibson DDS;51;SERRADONAVIO;AP;44669224204;42504976378802;True;True
Mr. Colton Campbell Jr.;58;ABARA;BA;24024808230;31395000532414;True;True
Brenda Aguirre MD;34;ABAIARA;CE;95535037133;39199739150691;True;True
Michael Long DDS;23;Braslia;DF;90076884724;67036196667409;True;True
David Wise DVM;72;AFONSOCLUDIO;ES;47685505762;91533398688952;True;True
Megan York DDS;35;ABADIADEGOIS;GO;54762569461;27271416547566;True;True
Alyssa Turner IV;67;AAILNDIA;MA;16617200306;64018714846050;True;True
Tamara Prince MD;70;ABADIADOSDOURADOS;MG;90411199900;23769059301500;True;True
Andres Atkinson DDS;76;GUACLARA;MS;22530592268;95009951945906;True;True
Christopher Harris Jr.;23;ACORIZAL;MT;12881900429;92718045355834;True;True
Sharon Harrison PhD;82;ABAETETUBA;PA;71719153361;23050037129246;True;True
Michael Smith II;25;GUABRANCA;PB;24175717730;03270649437560;True;True
Kyle Jackson Jr.;55;ABREUELIMA;PE;58552841908;57490346616591;True;True
Casey Lopez MD;62;ACAU;PI;84185608195;07423139458614;True;True
Tyler Herrera MD;21;ABATI;PR;02556604050;28449240141505;True;True
Joseph Riley MD;78;ANGRADOSREIS;RJ;09844665337;08631225373850;True;True
Isabel Ray PhD;74;ACARI;RN;27499712095;07706031806181;True;True
Ryan Salazar MD;83;ALTAFLORESTADOESTE;RO;67563926461;40045027795720;True;True
Ryan Barnett Jr.;39;AMAJARI;RR;44853168230;98363843321700;True;True
William Maynard MD;32;ACEGU;RS;92543838058;03548678719953;True;True
Jody Simmons III;22;ABDONBATISTA;SC;89016442820;30855581753633;True;True
Brandy Rodriguez PhD;71;AMPARODESOFRANCISCO;SE;56967261002;44667716044080;True;True
Ms. Amanda Sanders DDS;80;ADAMANTINA;SP;87273776874;31262626754609;True;True
Lori Moody DDS;19;ABREULNDIA;TO;74892126349;87621833438064;True;True
Adam Smith Jr.;62;ACRELNDIA;AC;06802907020;34862820712287;True;True
Michael Lopez DVM;51;GUABRANCA;AL;80644237325;45416158595006;True;True
Jeffery Horne DDS;82;ALVARES;AM;01427415234;25121406276574;True;True
Sarah Alexander DVM;76;SERRADONAVIO;AP;38108363543;60144544102660;True;True
Vincent Johnson Jr.;84;ABARA;BA;42218533952;90915951835250;True;True
Zachary Peterson II;69;ABAIARA;CE;13301403891;13879081169775;True;True
Julia Pearson DVM;29;Braslia;DF;23164664516;34719135786828;True;True
Kathy Ward PhD;53;AFONSOCLUDIO;ES;13279199158;61504223628546;True;True
Wyatt Moses DDS;71;ABADIADEGOIS;GO;08585190620;05939296399469;True;True
Jerry Carter II;21;AAILNDIA;MA;28929924352;59854586480805;True;True
Brooke Anderson MD;74;ABADIADOSDOURADOS;MG;23074465670;90945356387176;True;True
Jesus Meadows DDS;41;GUACLARA;MS;14517125106;56344135698452;True;True
Tina Smith MD;49;ACORIZAL;MT;52039965980;79799307744935;True;True
Adrian Petersen MD;61;ABAETETUBA;PA;86677953564;40065469189226;True;True
Carla Gonzalez MD;25;GUABRANCA;PB;45622762588;21990432421421;True;True
Andrea Reed DDS;18;ABREUELIMA;PE;03196749835;61525838958001;True;True
Crystal Moore DDS;37;ACAU;PI;71849203253;18584486004105;True;True
Tara Ramirez MD;26;ABATI;PR;20627697410;60790817814393;True;True
Thomas Martin DDS;70;ANGRADOSREIS;RJ;78705455898;77532759569584;True;True
Joseph Rice DDS;85;ACARI;RN;61669075320;88593194882898;True;True
Daniel Cruz PhD;33;ALTAFLORESTADOESTE;RO;63865425178;40842615702702;True;True
Jane Golden MD;77;AMAJARI;RR;68839171444;28026169664054;True;True
Kim Dixon DDS;73;ACEGU;RS;65188492318;62101493069227;True;True
Maria Hampton MD;43;ABDONBATISTA;SC;21994941286;29802867191738;True;True
Rhonda Hall DVM;77;AMPARODESOFRANCISCO;SE;34819532324;34103068162363;True;True
Micheal Russell DVM;56;ADAMANTINA;SP;33504640685;29712451850439;True;True
Christopher Graham MD;89;ABREULNDIA;TO;41017245983;81446672504940;True;True
Mark Spears DDS;26;ACRELNDIA;AC;03706939061;86272982130138;True;True
Tyler Castillo Jr.;48;GUABRANCA;AL;39757367982;83627374160441;True;True
Jessica Allen DDS;88;ALVARES;AM;46495672381;07193466992453;True;True
Catherine Greer DDS;56;SERRADONAVIO;AP;73341002987;90858369720648;True;True
Noah Baker MD;44;ABARA;BA;75829271761;31469760468747;True;True
Angelica Pierce PhD;33;ABAIARA;CE;60198750080;53908113230666;True;True
Christina Haynes Jr.;76;Braslia;DF;69730773904;15168396143188;True;True
Diane Morales PhD;22;AFONSOCLUDIO;ES;81463659814;19725440681492;True;True
Shannon Mitchell DDS PhD;88;ABADIADEGOIS;GO;61219835234;49079169972820;True;True
Daniel Bailey MD;85;AAILNDIA;MA;23490328507;21175925202013;True;True
Sherry Cantrell MD;83;ABADIADOSDOURADOS;MG;84997040185;98957215175242;True;True
Arthur Cantu DVM;27;GUACLARA;MS;64790262928;01153020241529;True;True
Mindy Reyes PhD;26;ACORIZAL;MT;69484054102;09319099518936;True;True
William Perry MD;51;ABAETETUBA;PA;78197896038;25530103673008;True;True
Anthony Harris Jr.;22;GUABRANCA;PB;33720640205;83877823192280;True;True
Sheila Williams MD;18;ABREUELIMA;PE;49441641308;55330100621105;True;True
Jennifer Perry DDS;50;ACAU;PI;03751297235;91211549288931;True;True
Curtis Booth II;74;ABATI;PR;59879732790;93111675743736;True;True
James Patrick MD;81;ANGRADOSREIS;RJ;13591538701;44642355522288;True;True
Daniel Frey V;44;ACARI;RN;00172017726;17719096344405;True;True
Sabrina Brown MD;38;ALTAFLORESTADOESTE;RO;05031551526;28339626834756;True;True
Sara Jones MD;84;AMAJARI;RR;62323722719;14649663614470;True;True
Jessica Wade MD;48;ACEGU;RS;68663398042;89121441693410;True;True
Patricia Flores DVM;73;ABDONBATISTA;SC;37329349003;65302363756752;True;True
Adam Ramos DDS;28;AMPARODESOFRANCISCO;SE;37922079150;55407646641991;True;True
Dennis Johnson DDS;19;ADAMANTINA;SP;53908647606;03160765092014;True;True
Taylor Peterson Jr.;28;ABREULNDIA;TO;74318152120;84872568558401;True;True
Vanessa Austin PhD;53;ACRELNDIA;AC;63688158920;25476472826656;True;True
Regina Yang DDS;32;GUABRANCA;AL;13988516040;89561340095724;True;True
Ryan Jackson MD;25;ALVARES;AM;73873909081;38715963806629;True;True
Alexander Mcclure MD;65;SERRADONAVIO;AP;07351809208;72466036122875;True;True
Paul Villegas DDS;23;ABARA;BA;85205311649;91595976161111;True;True
Walter Green DDS;82;ABAIARA;CE;03536952038;46652045525376;True;True
Steve Foster DVM;50;Braslia;DF;07798018816;94428596802585;True;True
Joshua Hayes DDS;50;AFONSOCLUDIO;ES;66929768049;70266899936510;True;True
Justin Smith DDS;76;ABADIADEGOIS;GO;51199278319;90312549578700;True;True
Samuel Smith DDS;23;AAILNDIA;MA;75495355318;81256515831310;True;True
Joyce Lewis DDS;35;ABADIADOSDOURADOS;MG;57129000252;06461792985060;True;True
Stephen Hudson PhD;32;GUACLARA;MS;22005734489;59870596759693;True;True
Craig Blankenship Jr.;45;ACORIZAL;MT;65133518633;72676241851352;True;True
Amanda Banks DDS;58;ABAETETUBA;PA;88547991816;33067454412917;True;True
Theresa Marsh MD;69;GUABRANCA;PB;15456446910;43913512373500;True;True
Kevin Mcknight MD;49;ABREUELIMA;PE;63391773529;00452179887333;True;True
Robert Perry MD;33;ACAU;PI;09830353931;07755771518072;True;True
Glenn Jacobson MD;62;ABATI;PR;76494628389;73872326684375;True;True
Stephanie Medina MD;19;ANGRADOSREIS;RJ;16059882781;89189451744237;True;True
Danielle Orr III;89;ACARI;RN;55205203480;46281369107268;True;True
James Mendoza PhD;67;ALTAFLORESTADOESTE;RO;14665378258;43539208912195;True;True
Manuel Bond Jr.;63;AMAJARI;RR;38116884999;73927857651061;True;True
Angela Roberts MD;62;ACEGU;RS;60740002201;50385797820630;True;True
Brian Cisneros III;43;ABDONBATISTA;SC;88617374390;84712786168265;True;True
Michael Hicks DDS;77;AMPARODESOFRANCISCO;SE;54526193305;73935169037965;True;True
Richard Brock DVM;39;ADAMANTINA;SP;04019765804;66427961145169;True;True
Anthony Barker PhD;22;ABREULNDIA;TO;83746673976;17618012677918;True;True
Amy Stewart MD;85;ACRELNDIA;AC;53292545072;99638140173094;True;True
Anthony Pena MD;76;GUABRANCA;AL;36258451217;37342939939696;True;True
Mary Castro Jr.;89;ALVARES;AM;06664437503;10899072714454;True;True
Kristen Christian PhD;69;SERRADONAVIO;AP;21937275469;15527755921459;True;True
Jordan Mccann MD;34;ABARA;BA;90072648341;07846209594079;True;True
Christopher Brown Jr.;68;ABAIARA;CE;76528650004;25254806608496;True;True
Matthew Rodriguez Jr.;56;Braslia;DF;11855432609;79051103222702;True;True
Edward Ramos II;30;AFONSOCLUDIO;ES;76929065056;56733263173344;True;True
Julie Simmons DVM;29;ABADIADEGOIS;GO;61086628837;03257024049550;True;True
Matthew Calhoun MD;41;AAILNDIA;MA;28431276614;60376208309663;True;True
Benjamin Ponce PhD;88;ABADIADOSDOURADOS;MG;91260341828;52772903499725;True;True
Susan Fuentes Jr.;75;GUACLARA;MS;16530415440;60243294246537;True;True
Christina Bauer III;77;ACORIZAL;MT;38113767134;26375078731049;True;True
Anna Woods PhD;31;ABAETETUBA;PA;42337729486;70995137322068;True;True
Brianna White MD;34;GUABRANCA;PB;61972165909;12162857723547;True;True
Jessica Wilson DVM;20;ABREUELIMA;PE;13411181346;44965653208687;True;True
Amanda Jones Jr.;49;ACAU;PI;17483968621;24284160351558;True;True
Rebecca Olsen MD;80;ABATI;PR;24249273326;35593478890403;True;True
David King Jr.;70;ANGRADOSREIS;RJ;07810894765;04014703722770;True;True
Karen Barrett DDS;28;ACARI;RN;67019143733;44569594808900;True;True
Steven Myers DDS;76;ALTAFLORESTADOESTE;RO;44160326170;06228389494947;True;True
Kristy Nielsen MD;82;AMAJARI;RR;38688992517;42728075253856;True;True
Ashley Santiago MD;27;ACEGU;RS;93878193297;38548796931902;True;True
Crystal Thomas MD;37;ABDONBATISTA;SC;22831295750;77870743615362;True;True
Colleen Macdonald DDS;79;AMPARODESOFRANCISCO;SE;42053205318;21787872554958;True;True
Julia Morales DVM;85;ADAMANTINA;SP;29114299585;32048746281667;True;True
Michael Taylor DDS;27;ABREULNDIA;TO;24399505990;39900830114700;True;True
Jeff Dennis Jr.;52;ACRELNDIA;AC;24230661630;87805486815184;True;True
Diana Crawford DDS;48;GUABRANCA;AL;98175878606;28895835421430;True;True
Daniel Bird DDS;23;ALVARES;AM;96066775910;16910935217632;True;True
Mary Webb DDS;54;SERRADONAVIO;AP;89408954874;47391250114410;True;True
Amanda Coleman MD;82;ABARA;BA;47401618001;20020669199641;True;True
Daniel Miller PhD II;46;ABAIARA;CE;56424586474;92081183408053;True;True
Ronald Morris II;47;Braslia;DF;85610025575;80077956775114;True;True
Alexis Wiggins MD;47;AFONSOCLUDIO;ES;15060071049;12200989381291;True;True
Brenda Whitaker DDS;56;ABADIADEGOIS;GO;43056916631;76473701938922;True;True
Jessica Ryan DDS;19;AAILNDIA;MA;38353755807;40524525501433;True;True
Nicole Young PhD;21;ABADIADOSDOURADOS;MG;97188284199;60415485021103;True;True
Linda Hunt DDS;45;GUACLARA;MS;55166289030;75625803418879;True;True
Gregory Sanchez Jr.;64;ACORIZAL;MT;95047230554;89056551253208;True;True
Andrew Boyd DDS;83;ABAETETUBA;PA;16338878047;60542556448000;True;True
James Hunt MD;59;GUABRANCA;PB;52705947736;18806927939205;True;True
Steven Webb MD;28;ABREUELIMA;PE;01586633651;99545447397747;True;True
Connie Weeks DDS;46;ACAU;PI;69155130356;19813972227845;True;True
Renee Cox MD;39;ABATI;PR;98748397326;15670005637555;True;True
Paul Castillo PhD;24;ANGRADOSREIS;RJ;65134126330;49177089206101;True;True
Miranda Mathis PhD;18;ACARI;RN;92619935598;51986239066211;True;True
Alexis Jones MD;83;ALTAFLORESTADOESTE;RO;70666966117;22461767129277;True;True
Elizabeth Serrano PhD;26;AMAJARI;RR;40821214713;46844821023903;True;True
Kathleen Daniel MD;62;ACEGU;RS;90908051093;56408729520664;True;True
Christian Hughes MD;41;ABDONBATISTA;SC;31521136505;84805815634811;True;True
Joshua Vega DDS;61;AMPARODESOFRANCISCO;SE;11284169219;58225229821221;True;True
Michael Brock Jr.;44;ADAMANTINA;SP;68756251130;86515092582191;True;True
Taylor White Jr.;66;ABREULNDIA;TO;47387721122;79524856565997;True;True
James Lee PhD;83;ACRELNDIA;AC;98682872439;65890407772821;True;True
Susan Turner Jr.;63;GUABRANCA;AL;98536888911;01946911525565;True;True
Benjamin Schmidt MD;32;ALVARES;AM;61811083510;24811756784759;True;True
Jeffrey Martinez II;20;SERRADONAVIO;AP;02698168366;50370410091300;True;True
Jennifer Cook DDS;37;ABARA;BA;47677906893;82453256332383;True;True
Randall Davis PhD;79;ABAIARA;CE;92661606360;37231944882174;True;True
Tamara Lewis DDS;69;Braslia;DF;18919387540;78220010009186;True;True
Mary Hernandez MD;77;AFONSOCLUDIO;ES;71181397189;31742789163992;True;True
John Becker III;81;ABADIADEGOIS;GO;36466007642;38474364887130;True;True
Christopher Williams DDS;32;AAILNDIA;MA;73967591107;97994712979527;True;True
Christopher Mccarty MD;36;ABADIADOSDOURADOS;MG;75261458269;72064644764375;True;True
Jeffrey Garcia MD;68;GUACLARA;MS;50891642668;23745627687385;True;True
Alex Bradley Jr.;49;ACORIZAL;MT;93443991319;20968598148880;True;True
Dustin Martinez Jr. MD;48;ABAETETUBA;PA;68572109420;27138439896003;True;True
Mrs. Dawn Mcmahon MD;24;GUABRANCA;PB;25735153382;64354890142502;True;True
Linda Garcia MD;18;ABREUELIMA;PE;13327729190;16165311279072;True;True
Anne Wilson MD;29;ACAU;PI;09127912680;08224756948073;True;True
Allison Owens MD;21;ABATI;PR;79486772401;73044217258000;True;True
Christopher Davis PhD;27;ANGRADOSREIS;RJ;26159092669;23873483649840;True;True
Kelly Benton Jr.;23;ACARI;RN;05910668587;00465844711128;True;True
Donald Smith MD;80;ALTAFLORESTADOESTE;RO;95595969695;87765220580506;True;True
Marcus Wilson MD;81;AMAJARI;RR;88280395156;91314841193253;True;True
Andrea Cruz DDS;51;ACEGU;RS;62233403118;42981468300620;True;True
Elizabeth Brown DVM;47;ABDONBATISTA;SC;52813533572;60630972253138;True;True
Joseph Gibson MD;82;AMPARODESOFRANCISCO;SE;24079737475;71273651765477;True;True
Tasha Pierce MD;86;ADAMANTINA;SP;71191868419;10948987154431;True;True
Brett Lopez Jr.;71;ABREULNDIA;TO;36009124107;68602196125095;True;True
Brandi Jackson DVM;51;ACRELNDIA;AC;59676924873;81888164568804;True;True
Lindsey Callahan MD;70;GUABRANCA;AL;01648275443;47813693222858;True;True
Justin Beard Jr.;30;ALVARES;AM;38761830739;74787731778689;True;True
Annette Clark Jr.;56;SERRADONAVIO;AP;94479139540;19314287984659;True;True
Kelli Williams DVM;54;ABARA;BA;27370489825;21291859258506;True;True
Kelly Johnson Jr.;26;ABAIARA;CE;94997586315;94373267908145;True;True
Benjamin Molina Jr.;28;Braslia;DF;62032459256;56891211327972;True;True
Paul Edwards MD;67;AFONSOCLUDIO;ES;47072903020;07878602258605;True;True
Kurt Stevens PhD;51;ABADIADEGOIS;GO;24500029605;92521404080665;True;True
Jeffrey Munoz MD;88;AAILNDIA;MA;44483649094;69428887537431;True;True
Michael Rodriguez PhD;44;ABADIADOSDOURADOS;MG;01933125063;13538830192433;True;True
Mallory Holland MD;83;GUACLARA;MS;06595358409;63389141258254;True;True
Seth Pace DDS;54;ACORIZAL;MT;76145376708;36229428865302;True;True
Laura Scott MD;42;ABAETETUBA;PA;32558695100;78692527803095;True;True
Cody Steele DDS;70;GUABRANCA;PB;34392454460;02405693808656;True;True
Justin Bryant DVM;29;ABREUELIMA;PE;30376326662;21811142355829;True;True
Justin Swanson DDS;61;ACAU;PI;68961895508;67760795546258;True;True
Mary Dunn DVM;36;ABATI;PR;44190887889;66588724626285;True;True
Renee Moore DDS;47;ANGRADOSREIS;RJ;77564421053;87838154845275;True;True
Daniel Spencer MD;79;ACARI;RN;56908734897;56512169200001;True;True
Bryan Summers MD;53;ALTAFLORESTADOESTE;RO;70590255614;46760171050052;True;True
Cristina Peterson MD;86;AMAJARI;RR;31374698563;02370012489892;True;True
Jason Anderson MD;76;ACEGU;RS;07665718663;44717645504180;True;True
David Schwartz MD;21;ABDONBATISTA;SC;13620483647;37002130298130;True;True
Regina Cortez PhD;72;AMPARODESOFRANCISCO;SE;60641683820;66969232478702;True;True
William Montoya Jr.;30;ADAMANTINA;SP;36944684802;40902036006035;True;True
Annette Walker PhD;84;ABREULNDIA;TO;89723754894;55351410486802;True;True
Lance Duncan PhD;32;ACRELNDIA;AC;20833374842;13671680969142;True;True
April Hinton DVM;33;GUABRANCA;AL;84149793352;66468106428742;True;True
Patricia Greer MD;23;ALVARES;AM;32179988710;02965713122571;True;True
Jerry Hernandez MD;47;SERRADONAVIO;AP;86886607600;10872634463295;True;True
Laura Bruce Jr.;70;ABARA;BA;06298434143;85262524975619;True;True
Patricia Torres Jr.;88;ABAIARA;CE;67756802101;76136322371378;True;True
Juan Martin Jr.;33;Braslia;DF;15639331526;68386371113803;True;True
Lori Mcdonald II;48;AFONSOCLUDIO;ES;23473535605;58155950626163;True;True
Danny Thompson DDS;81;ABADIADEGOIS;GO;53638610977;41213207317087;True;True
Heidi Miranda PhD;36;AAILNDIA;MA;59057799707;34645836490235;True;True
Karen Manning MD;38;ABADIADOSDOURADOS;MG;52028918578;41823342187590;True;True
Stephen Berry PhD;37;GUACLARA;MS;33099567841;53175637750850;True;True
Sharon Thompson MD;21;ACORIZAL;MT;30445538066;31261975543303;True;True
Jesse Rogers MD;55;ABAETETUBA;PA;97282158789;74585176500671;True;True
Stephanie Gonzalez DVM;50;GUABRANCA;PB;09119575700;22740819953907;True;True
Nicole Walter MD;43;ABREUELIMA;PE;46725474268;07630581012362;True;True
Susan Moore PhD;20;ACAU;PI;22375073410;58902095783989;True;True
Keith Williams PhD;90;ABATI;PR;53480679978;59757129563676;True;True
Dan Johnson Jr.;77;ANGRADOSREIS;RJ;70561089701;95766052575751;True;True
Dana Jackson Jr.;51;ACARI;RN;08278753717;95539680705681;True;True
Hayley Williams DDS;37;ALTAFLORESTADOESTE;RO;05242561955;89454307194353;True;True
Catherine Blackburn PhD;18;AMAJARI;RR;69863484520;76450284045108;True;True
Rebekah Wright PhD;88;ACEGU;RS;14355227618;40226839045500;True;True
Matthew Rodriguez DVM;27;ABDONBATISTA;SC;48416133158;83758563086970;True;True
Samantha Evans DDS;84;AMPARODESOFRANCISCO;SE;19921041231;49976862180966;True;True
Jacob Thompson MD;32;ADAMANTINA;SP;51495655636;84718441419319;True;True
Mark Shepard DDS;40;ABREULNDIA;TO;24641232938;07036104202075;True;True
Cynthia Parks MD;68;ACRELNDIA;AC;55302958350;01383870272826;True;True
Clinton Watson III;46;GUABRANCA;AL;81350523836;63459458587701;True;True
Sarah Johnson DDS;20;ALVARES;AM;29028654305;60470686357870;True;True
Troy Williams MD;35;SERRADONAVIO;AP;21546786376;01980640284699;True;True
Mark Horton MD;19;ABARA;BA;34397720045;44742097191000;True;True
William Robbins DVM;72;ABAIARA;CE;05738530969;61125817353776;True;True
Anthony Hickman DVM;34;Braslia;DF;16807984561;00990626366685;True;True
Alexander Martinez MD;80;AFONSOCLUDIO;ES;34553131242;15258710105378;True;True
Sarah Lane MD;40;ABADIADEGOIS;GO;04154514180;45984891602090;True;True
John Goodman IV;44;AAILNDIA;MA;04496285231;20916391534400;True;True
Joy Baxter Jr.;89;ABADIADOSDOURADOS;MG;54320330978;77052412941549;True;True
Taylor Roberson DVM;50;GUACLARA;MS;02243556782;64859766732126;True;True
Kathleen Becker MD;47;ACORIZAL;MT;14266002165;98612646770825;True;True
Kaitlin Bender DVM;27;ABAETETUBA;PA;85517519725;56641554875170;True;True
Hannah Griffith DVM;36;GUABRANCA;PB;46406508173;10256174177693;True;True
Fred Nichols MD;79;ABREUELIMA;PE;98675356420;41215628206482;True;True
Philip Adams DDS;67;ACAU;PI;95886043896;84425394947419;True;True
Joshua Sims DVM;19;ABATI;PR;87726536802;73072338604907;True;True
Zachary Carter V;21;ANGRADOSREIS;RJ;40441435440;63477917990240;True;True
Jonathan Smith II;71;ACARI;RN;20760871680;45821018186512;True;True
Daniel Martin MD;78;ALTAFLORESTADOESTE;RO;17774935525;32148898354701;True;True
Jesus Nolan III;61;AMAJARI;RR;69249576501;55570324594600;True;True
Gerald Lee MD;70;ACEGU;RS;33942164698;39148359443722;True;True
Teresa Lin PhD;39;ABDONBATISTA;SC;30268155437;92311836764184;True;True
Isaac Patton II;61;AMPARODESOFRANCISCO;SE;32747357287;15862749587299;True;True
Samuel Hays DVM;54;ADAMANTINA;SP;03329139293;39699980897203;True;True
Marvin Waller III;55;ABREULNDIA;TO;63601953722;82900395659307;True;True
Jacob Wright DDS DDS;60;ACRELNDIA;AC;53760674755;49603080086616;True;True
Tara Hanson MD;19;GUABRANCA;AL;51300444444;28818338541175;True;True
Keith Washington DDS;24;ALVARES;AM;05043357746;94521460956903;True;True
William Mcdonald MD;50;SERRADONAVIO;AP;17611949179;97832944985392;True;True
Ryan Vazquez DDS;80;ABARA;BA;01529044847;86939925200630;True;True
James Medina Jr.;71;ABAIARA;CE;59678261812;46500623309060;True;True
Sergio Martinez III;64;Braslia;DF;76307577193;43104000694480;True;True
Jeffery Perez DVM;66;AFONSOCLUDIO;ES;64335177305;04535110441903;True;True
Richard Brown DVM;48;ABADIADEGOIS;GO;10136522157;02082844308280;True;True
Drew Franklin DDS;30;AAILNDIA;MA;09150107127;94012753443070;True;True
Justin Wright MD;45;ABADIADOSDOURADOS;MG;72655592824;47997429342981;True;True
Michael Harris MD;83;GUACLARA;MS;39148744735;33068294933572;True;True
Deborah Hill DDS;41;ACORIZAL;MT;36667355095;49555120895974;True;True
Michael Roberts III;75;ABAETETUBA;PA;82465354396;79080213553723;True;True
Stephanie Cohen Jr.;51;GUABRANCA;PB;60358744954;55730765178407;True;True
Richard Bryan PhD MD;50;ABREUELIMA;PE;25981834447;20465436940450;True;True
Nathan Armstrong PhD;46;ACAU;PI;09400274700;82827605927731;True;True
David Farley MD;75;ABATI;PR;50152563024;56368420975938;True;True
Manuel Maddox MD;50;ANGRADOSREIS;RJ;09584997807;82399460414769;True;True
Maria Molina Jr.;51;ACARI;RN;87584631274;35181436323625;True;True
Stephanie Williams DVM;20;ALTAFLORESTADOESTE;RO;17935812586;46963510702607;True;True
Dr. Jose Knight DVM;64;AMAJARI;RR;41417821736;40545680622810;True;True
John Velasquez Jr.;21;ACEGU;RS;98878215945;19252891341942;True;True
Lori Griffin MD;83;ABDONBATISTA;SC;49273230210;18585393985171;True;True
Jeremy Cook MD;30;AMPARODESOFRANCISCO;SE;05115231220;24958844658219;True;True
Diane Watson Jr.;81;ADAMANTINA;SP;00982491697;41832489797370;True;True
Courtney Pugh MD DVM;88;ABREULNDIA;TO;04416712928;05018634906623;True;True
Daniel Pruitt IV;19;ACRELNDIA;AC;87017011422;97891752054566;True;True
Christopher Cherry MD;29;GUABRANCA;AL;50181221020;40280207499208;True;True
Susan Bryant MD;46;ALVARES;AM;48447936325;40937779987360;True;True
Jeffery Liu MD;64;SERRADONAVIO;AP;07689506003;14592820808490;True;True
Luke Miller Jr.;70;ABARA;BA;04280701326;70184228487446;True;True
James Dunn DVM;61;ABAIARA;CE;69143511805;25535239049102;True;True
Steven Hunt DDS;29;Braslia;DF;53032878586;13086145980527;True;True
Eric Rodgers DDS;83;AFONSOCLUDIO;ES;14593940389;60147235618101;True;True
Kyle Davis MD;66;ABADIADEGOIS;GO;55557292608;07417676434981;True;True
Julie Price DDS;39;AAILNDIA;MA;16925723008;61659892111209;True;True
Sarah Thompson DDS;49;ABADIADOSDOURADOS;MG;05839172243;42653356012938;True;True
Jeffrey Walker MD;61;GUACLARA;MS;85664312351;38406689673703;True;True
Mary Camacho II;64;ACORIZAL;MT;36057812506;99476817071542;True;True
Lauren Wang DDS;83;ABAETETUBA;PA;46622260311;20583878835796;True;True
Paul Long DVM;18;GUABRANCA;PB;85627740655;99563082802718;True;True
Bonnie Cervantes MD;68;ABREUELIMA;PE;31277212422;99882409644116;True;True
Shannon Adkins PhD;21;ACAU;PI;09932557609;79379844600924;True;True
Robert Molina MD;22;ABATI;PR;57777716026;02275343646701;True;True
Zachary Murphy Jr.;90;ANGRADOSREIS;RJ;75048439112;36974550090557;True;True
Rachel Shannon MD;80;ACARI;RN;85485173608;83860089304575;True;True
Matthew Hunter DDS;86;ALTAFLORESTADOESTE;RO;26605132017;92066667657244;True;True
Jeffrey Chavez MD;41;AMAJARI;RR;48592121426;86010879396730;True;True
Nathan Reed MD;19;ACEGU;RS;02403165255;63972671581862;True;True
Michelle Adams MD;35;ABDONBATISTA;SC;14440066810;21685636745866;True;True
Nathaniel Torres DDS;56;AMPARODESOFRANCISCO;SE;32080222988;15485339932046;True;True
Christopher Evans MD;61;ADAMANTINA;SP;86972029147;63020744676019;True;True
Lisa Reed MD;59;ABREULNDIA;TO;83843631379;22891609234808;True;True
Sean Ford PhD;75;ACRELNDIA;AC;75610357560;29087369023700;True;True
Derrick Gray MD;68;GUABRANCA;AL;11356670474;30714877826887;True;True
Ryan Howe PhD;19;ALVARES;AM;06130547765;44500095721241;True;True
Miss Jacqueline Whitehead II;78;SERRADONAVIO;AP;27897833810;85842653644655;True;True
Anthony Martin DVM;21;ABARA;BA;28070380772;75027492879738;True;True
Kevin Bush PhD;40;ABAIARA;CE;24272784242;40131863924713;True;True
Matthew Fleming MD;89;Braslia;DF;97504670278;67894342736773;True;True
Monica Anderson DDS;43;AFONSOCLUDIO;ES;19191823811;30701471146648;True;True
Randy Jenkins Jr.;38;ABADIADEGOIS;GO;28104577514;04260787995884;True;True
Jay Stevenson MD;63;AAILNDIA;MA;02423310412;27792245598930;True;True
